collections,site_id,site_name,placekey,places
Parasite,CMNPA 1987-2605,Sekerak-1971-ADS-71-171,,"North America: Canada, British Columbia, Nanoose Land Distr., Dolphin Beach [placekey:10440] (total:1) | North America: Canada, British Columbia, Nanaimo Land Distr., Nanaimo [placekey:8822] (total:2)"
Mollusc,CMNML 030653,AHC 1962-07-26 C374,,"North America: Canada, Saskatchewan, South Saskatchewan Riv. (SK) [placekey:19692] (total:1) | North America: Canada, Saskatchewan [placekey:5] (total:1) | North America: Canada, Saskatchewan, St. Louis [placekey:12805] (total:1)"
Mollusc,CMNML 013628,Clarke 1962-06-24 Fitzroy Harbour Prov. Park,,"North America: Canada, Ontario, Ottawa (metro), Ottawa [placekey:225] (total:1) | North America: Canada, Ottawa Riv. [placekey:12156] (total:1) | North America: Canada, Ontario, Ottawa (metro), Fitzroy Harbour [placekey:12984] (total:1)"
Mollusc,CMNML 033663,Clarke-1960-08-12 C-148,,"North America: Canada, Québec, Mun. Rég. de Cté de la Vallée-du-Richelieu, Lac Hertel [placekey:36404] (total:1) | North America: Canada, Québec, Mun. Rég. de Cté de la Vallée-du-Richelieu, Mont Saint-Hilaire [placekey:11024] (total:1) | North America: Canada, Québec, Mun. Rég. de Cté de la Vallée-du-Richelieu, Mont-Saint-Hilaire [placekey:13451] (total:1)"
Mollusc,CMNML 092960,Blakeslee-1935 Grand River,,"North America: Canada, Ontario, Grand Riv. [placekey:26236] (total:2) | North America: Canada, Ontario, Haldimand (ON), Byng [placekey:23081] (total:1)"
"Crustacea, General Invertebrate",CMNI 1985-0271,Calanus 1962 62-2008 B-18,,"North America: Canada, Northwest Territories [placekey:14] (total:1) | North America: Canada, Nunavut, Somerset I., Creswell Bay [placekey:19529] (total:2)"
"Crustacea, Mollusc",CMNML 035116,Ellis 1954 B21,,"North America: Canada, Northwest Territories [placekey:14] (total:1) | North America: Canada, Nunavut, Boothia Peninsula [placekey:15824] (total:2)"
Mollusc,HBH 1959-07-21 Prince Edward Point,HBH 1959-07-21 Prince Edward Point,,"North America: Canada, Ontario, Prince Edward Co. (ON), Marysburgh [placekey:18361] (total:1) | North America: Canada, Ontario, Prince Edward Co. (ON), Prince Edward Pt. [placekey:10716] (total:2)"
Vascular Plant,CAN 369541,CAN 369541-Grayling L.(AK),,"North America: United States, Alaska [placekey:17] (total:1) | North America: United States, Alaska, Valdez-Cordova Census Area [placekey:745] (total:1) | North America: United States, Alaska, Yukon-Koyukuk Census Area [placekey:738] (total:1)"
Crustacea,Kittle 1972 Turret,Kittle 1972 Turret,,"North America: Canada, British Columbia, Barclay Land Distr. [placekey:287] (total:1) | North America: Canada, British Columbia, Broken Group Islands Unit [placekey:28134] (total:2)"
"Crustacea, General Invertebrate",CMNI 1900-2880,Dawson 1885 CortesHernando,,"Pacific Ocean: Strait of Georgia [placekey:25507] (total:1) | North America: Canada, British Columbia, Sayward Land Distr., Cortes I. [placekey:8934] (total:2)"
Crustacea,CMNC 1992-0195,OSU 1971 BMT 280,,"Pacific Ocean: Cascadia Abyssal Plain [placekey:29034] (total:1) | North America: United States, Oregon [placekey:53] (total:2)"
Crustacea,CMNC 1992-0196,OSU 1971 BMT 281,,"Pacific Ocean: Cascadia Abyssal Plain [placekey:29034] (total:1) | North America: United States, Oregon [placekey:53] (total:2)"
"Crustacea, General Invertebrate",CMNI 1985-0411,DFO(ABS) 1961 61-14 B-14,,"North America: Canada, Northwest Territories [placekey:14] (total:1) | North America: Canada, Nunavut, Chesterfield Inlet (Bay) [placekey:28950] (total:2)"
"Crustacea, Mollusc",CMNML 035873,DFO(ABS) 1954 605,,"North America: Canada, Northwest Territories [placekey:14] (total:1) | North America: Canada, Nunavut, Coats I., Cape Pembroke [placekey:27720] (total:2)"
"Crustacea, General Invertebrate",CMNI 1986-0435,Calanus 1959 59-41 B-30,,"North America: Canada, Québec [placekey:8] (total:1) | North America: Canada, Hudson Bay [placekey:13168] (total:2)"
"Crustacea, General Invertebrate",CMNI 1900-7840,Gorham 1963 522,,North America: Canada [placekey:2] (total:1) | Atlantic Ocean: Labrador Sea [placekey:17649] (total:2)
Mollusc,CMNML 032949,AHC 1966-07-20 857,,"North America: Canada, Nunavut, Kivalliq Region [placekey:25221] (total:1) | North America: Canada, Northwest Territories [placekey:14] (total:2)"
Mollusc,FWG 1971-09-23 Lac La Peche,FWG 1971-09-23 Lac La Peche,,"North America: Canada, Québec, Mun. Rég. de Cté du Centre-de-la-Mauricie, Lac à la Pêche (46°40'N  72°51'W) [placekey:13495] (total:1) | North America: Canada, Québec, Mun. Rég. de Cté des Collines-de-l'Outaouais, Lac la Pêche (45°38'N  76°12'W) [placekey:26648] (total:2)"
Mollusc,FRB 1959-06-24 No. 2676,FRB 1959-06-24 No. 2676,,"North America: Canada, Northwest Territories, Wha Ti [placekey:26032] (total:1) | North America: Canada, Nunavut, Kitikmeot Region [placekey:25219] (total:2)"
Mollusc,FRB 1959 Beaver Lake 59-1001-17-s515,FRB 1959 Beaver Lake 59-1001-17-s515,,"North America: Canada, Northwest Territories [placekey:14] (total:2) | North America: Canada, Nunavut, Kitikmeot Region [placekey:25219] (total:1)"
"Crustacea, General Invertebrate",CMNI 1900-1282,Young-19090500 - 19090600,,"North America: Canada, British Columbia, Clayoquot Land Distr., Ucluelet [placekey:13994] (total:1) | North America: Canada, British Columbia, Barclay Land Distr., Barkley Sound [placekey:18799] (total:2)"
Mollusc,CMNML 018830,Herrington 1963-09-06 HBH36,,"North America: Canada, Ontario, Hastings Co. (ON), Moira Riv. [placekey:23623] (total:1) | North America: Canada, Ontario, Hastings Co. (ON), Chisholm's Mills [placekey:24851] (total:2)"
Mollusc,Clarke 1961-07-31 C213,Clarke 1961-07-31 C213,,"North America: Canada, Ontario, Lake Huron [placekey:14289] (total:2) | North America: Canada, Ontario, Algoma Distr. (ON) [placekey:469] (total:1)"
"Crustacea, General Invertebrate",CMNI 1989-0130,Ellis 1965 65/14/4,,"North America: Canada, British Columbia [placekey:3] (total:1) | North America: Canada, British Columbia, Saanich District Municipality [placekey:850] (total:1) | North America: Canada, British Columbia, Cowichan Land Distr., Saanich Inlet [placekey:29188] (total:1)"
"Crustacea, General Invertebrate",CMNI 1900-2338,Calanus 1953 512 P-49,,"North America: Canada, Northwest Territories [placekey:14] (total:1) | North America: Canada, Nunavut, Hudson Bay (NU) [placekey:14002] (total:2)"
Mollusc,1945-06-05 Athabasca Lake,1945-06-05 Athabasca Lake,,"North America: Canada, Alberta, Athabasca Lake (AB) [placekey:36600] (total:2) | North America: Canada, Saskatchewan, Willows (SK) [placekey:36208] (total:1)"
Mollusc,HBH 1955-06-03 Rice Lake,HBH 1955-06-03 Rice Lake,,"North America: Canada, Ontario, Rice Lake [placekey:26395] (total:1) | North America: Canada, Ontario, Durham Reg. Mun. [placekey:855] (total:2)"
Crustacea,ELB 1975 P01a,ELB 1975 P01a,,"North America: Canada, British Columbia, Pacific Rim National Park Reserve [placekey:28239] (total:1) | North America: Canada, British Columbia, Barclay Land Distr., Barkley Sound [placekey:18799] (total:2)"
Crustacea,ELB 1960 M04,ELB 1960 M04,,"North America: Canada, Québec, Mun. Rég. de Cté des Îles-de-la-Madeleine [placekey:11275] (total:1) | North America: Canada, Québec, Mun. Rég. de Cté des Îles-de-la-Madeleine, Havre-aux-Maisons [placekey:18398] (total:2)"
"Crustacea, General Invertebrate",CMNI 1985-0305,Calanus 1962 62-2007 B-13,,"North America: Canada, Northwest Territories [placekey:14] (total:1) | North America: Canada, Nunavut, Somerset I., Creswell Bay [placekey:19529] (total:2)"
"Crustacea, General Invertebrate",CMNI 1985-0262,Calanus 1962 62-2082 B-5,,"North America: Canada, Northwest Territories [placekey:14] (total:1) | North America: Canada, Nunavut, Victoria I. (NU), Cambridge Bay [placekey:12359] (total:2)"
"Crustacea, Mollusc",CMNML 035755,Ellis 1953 A08,,"North America: Canada, Northwest Territories [placekey:14] (total:1) | North America: Canada, Nunavut, Qikiqtaaluk Region, Baffin I., Frobisher Bay [placekey:192] (total:2)"
"Crustacea, General Invertebrate",CMNI 1985-0367,DFO (ABS) 1962 62-7015 Pet. 6,,"North America: Canada, Northwest Territories [placekey:14] (total:1) | North America: Canada, Nunavut, Victoria I. (NU), Wellington Bay [placekey:16486] (total:2)"
"Crustacea, General Invertebrate",CMNI 1985-0464,DFO(ABS) 1961 61-40 B-28,,"North America: Canada, Northwest Territories [placekey:14] (total:1) | North America: Canada, Nunavut, Frozen Strait [placekey:14892] (total:2)"
"Crustacea, General Invertebrate",CMNI 1986-0387,DFO (ABS) 1959 59-46 B-34,,"North America: Canada, Northwest Territories [placekey:14] (total:2) | North America: Canada, Nunavut, Fairway I. (5825N, 07813W) [placekey:27899] (total:1)"
"Crustacea, General Invertebrate",CMNI 1986-0407,Calanus 1959 59-6 B-5,,"North America: Canada, Northwest Territories [placekey:14] (total:1) | North America: Canada, Nunavut, James Bay (NU) [placekey:26232] (total:2)"
Mollusc,HBH 1962-09-14 Napanee River,HBH 1962-09-14 Napanee River,,"North America: Canada, Ontario, Lennox and Addington Co. (ON), Camden East [placekey:24622] (total:2) | North America: Canada, Ontario, Napanee Riv. [placekey:26369] (total:1)"
"Crustacea, General Invertebrate",CMNI 1986-0711,Calanus 1961 61-26 B-21,,"North America: Canada, Northwest Territories [placekey:14] (total:1) | North America: Canada, Nunavut, Roes Welcome Sound [placekey:28222] (total:2)"
Mollusc,CAE 1915-06-28 Bernard Hbr.,CAE 1915-06-28 Bernard Hbr.,,"North America: Canada, Nunavut, Bernard Hbr. [placekey:549] (total:2) | North America: Canada, Northwest Territories [placekey:14] (total:1)"
Mollusc,EM 1961-07-07 EM 10,EM 1961-07-07 EM 10,,"North America: Canada, Northwest Territories [placekey:14] (total:1) | North America: Canada, Nunavut, Aberdeen Lake [placekey:10395] (total:1) | North America: Canada, Nunavut, Qikiqtaaluk Region [placekey:25220] (total:1)"
"Crustacea, General Invertebrate",CMNI 1989-0947,Calanus 1962 62-3003,,"North America: Canada, Northwest Territories [placekey:14] (total:1) | North America: Canada, Nunavut, Ellesmere I., Slidre Fiord [placekey:10500] (total:2)"
Crustacea,CMNC 1989-0538,Rafi 1983 83R39,,"North America: Canada, British Columbia, Saanich District Municipality [placekey:850] (total:1) | North America: Canada, British Columbia, Cowichan Land Distr. [placekey:294] (total:2)"
Crustacea,ELB 1978 L05,ELB 1978 L05,,"North America: United States, Louisiana [placekey:34] (total:1) | North America: United States, Louisiana, Orleans Parish [placekey:2154] (total:1) | North America: United States, Louisiana, Orleans Parish, New Orleans [placekey:24794] (total:1)"
"Crustacea, General Invertebrate",ELB 1950 M145,ELB 1950 M145,,"North America: Canada, New Brunswick [placekey:9] (total:1) | North America: Canada, New Brunswick, Northumberland Co. (NB) [placekey:182] (total:2)"
Mollusc,CMNML 021227,Herrington-1960-07-01 Pleasant Point,,"North America: Canada, Ontario, Lake Ontario [placekey:11949] (total:2) | North America: Canada, Ontario, Prince Edward Co. (ON), Cressy [placekey:23663] (total:1)"
Mollusc,CMNML 043266,AHC 1967-08-11 C918,,"North America: Canada, Ontario, Kenora Distr. (ON) [placekey:451] (total:2) | North America: Canada, Manitoba [placekey:6] (total:1)"
Mollusc,HBH 1960-06-09 Bay of Quinte,HBH 1960-06-09 Bay of Quinte,,"North America: Canada, Ontario, Bay of Quinte [placekey:10332] (total:2) | North America: Canada, Ontario, Lennox and Addington Co. (ON) [placekey:867] (total:1)"
"Crustacea, General Invertebrate",CMNI 1986-0284,DFO(ABS) 1959 59-71 B-53,,"North America: Canada, Northwest Territories [placekey:14] (total:1) | North America: Canada, Nunavut, Belcher Is. [placekey:8660] (total:2)"
Mollusc,CMNML 075393,AHC 1973-08-06 C1308,,"North America: Canada, British Columbia [placekey:3] (total:2) | North America: Canada, British Columbia, Kootenay Land Distr., Revelstoke [placekey:13811] (total:1)"
"Crustacea, Mollusc",CMNML 045593,Scoggan 1965 JWS7,,"North America: Canada, British Columbia [placekey:3] (total:1) | North America: Canada, British Columbia, Range 2 Coast Land Distr., Burke Ch. [placekey:10233] (total:2)"
Crustacea,CMNC 1992-0612,Slattery 1982 C066,,"North America: United States, Alaska, Aleutian Is. [placekey:768] (total:1) | North America: United States, Alaska, Aleutians West Census Area, Unimak I. [placekey:771] (total:2)"
Mollusc,AHC 1950-08-00 C334,AHC 1950-08-00 C334,,"North America: United States, Massachusetts, Essex Co. (MA), Danvers [placekey:23210] (total:1) | North America: Canada, Manitoba [placekey:6] (total:2)"
Mollusc,CMNML 046960,FRB 1959-07-13 - 1959-08-02 CMNML 046960,,"North America: Canada, Northwest Territories, Whitefish Lake (NT) [placekey:28702] (total:2) | North America: Canada, Northwest Territories [placekey:14] (total:1)"
Crustacea,MMC-19810711,MMC-19810711,,"North America: United States, Alaska, Skagway-Hoonah-Angoon Census Area [placekey:757] (total:1) | North America: United States, Alaska, Skagway-Hoonah-Angoon Census Area, Admiralty I. [placekey:8818] (total:2)"
Crustacea,CMNC 2003-1950,Byers 1983 C,,"North America: Canada, Nunavut, Devon I. [placekey:97] (total:1) | North America: Canada, Nunavut, Devon I., Colin Archer Peninsula [placekey:29015] (total:2)"
Mollusc,AHC&HDA 1963-07-12 C474,AHC&HDA 1963-07-12 C474,,"North America: Canada, Québec [placekey:8] (total:1) | North America: Canada, Québec, Territoire de Kativik, Innuksuak River [placekey:36660] (total:2)"
Crustacea,CMNC 2004-3915,RBCM/CMN Deepwater II 1991-1-25,,"North America: Canada, British Columbia, Queen Charlotte Islands Land Distr., Skidegate Channel [placekey:28131] (total:2) | North America: Canada, British Columbia, Queen Charlotte Islands Land Distr., Port Louis (BC) [placekey:9421] (total:1)"
Mollusc,HBH 1955-10-22 Rice Lake,HBH 1955-10-22 Rice Lake,,"North America: Canada, Ontario, Sudbury Distr. (ON), Rice Lake [placekey:11887] (total:1) | North America: Canada, Ontario, Peterborough Co. (ON), Hiawatha [placekey:25284] (total:2)"
Mollusc,HBH 1955-06-03 P-1225,HBH 1955-06-03 P-1225,,"North America: Canada, Ontario, Peterborough Co. (ON), Otonabee-South Monaghan Twp. [placekey:11531] (total:1) | North America: Canada, Ontario, Durham Reg. Mun. [placekey:855] (total:2)"
Mollusc,HBH&LEW&MCW 1963-06-27 Sta. 26,HBH&LEW&MCW 1963-06-27 Sta. 26,,"North America: Canada, Ontario, Napanee Riv. [placekey:26369] (total:1) | North America: Canada, Ontario, Frontenac Co. (ON), South Frontenac Twp. [placekey:17776] (total:2)"
Parasite,CMNPA 1987-2213,Bush 198406 Newell,,"North America: Canada, Alberta, Brooks [placekey:10399] (total:3) | North America: Canada, Alberta, Newell [placekey:10202] (total:3)"
"Crustacea, General Invertebrate",CMNI 1985-0255,Calanus 1962 62-3001 B-55,,"North America: Canada, Nunavut, Ellesmere I. [placekey:110] (total:1) | North America: Canada, Nunavut, Ellesmere I., Slidre Fiord [placekey:10500] (total:2)"
"Crustacea, General Invertebrate",CMNI 1986-0606,DFO(ABS) 1956 723 B-4,,"North America: Canada, Northwest Territories [placekey:14] (total:1) | North America: Canada, Nunavut, Foxe Basin [placekey:15293] (total:2)"
"Crustacea, Parasite",CMNPA 1994-0005,Whitaker-19880000 C,,"North America: Canada, British Columbia [placekey:3] (total:1) | Pacific Ocean: Northeast Pacific Ocean [placekey:25147] (total:2)"
Mollusc,CMNML 040527,Johansen 1916 49u,,"North America: Canada, Nunavut, Bernard Hbr. [placekey:549] (total:2) | North America: Canada, Northwest Territories [placekey:14] (total:1)"
Mollusc,CMNML 047765,LWS 1951-07-09 047765,,"Europe: United Kingdom, Hertfordshire Co., Aldenham [placekey:24002] (total:2) | Europe: United Kingdom, England [placekey:5372] (total:1)"
"Crustacea, General Invertebrate",CMNI 1989-0788,OClair 1969 69RD2,,"North America: United States, Alaska [placekey:17] (total:1) | North America: United States, Alaska, Bering Sea [placekey:779] (total:2)"
"Crustacea, General Invertebrate",CMNI 1986-0108,Calanus 1962 62-2017 B-31,,"North America: Canada, Northwest Territories [placekey:14] (total:1) | North America: Canada, Nunavut, Somerset I., Creswell Bay [placekey:19529] (total:2)"
Mollusc,CMNML 026283,Herrington-1964-09-23 HBH 67,,"North America: Canada, Ontario, Bay of Quinte [placekey:10332] (total:2) | North America: Canada, Ontario, Prince Edward Co. (ON), Sophiasburgh [placekey:14293] (total:1)"
"Crustacea, General Invertebrate",CMNI 1986-0438,Calanus 1959 59-64 B-48,,"North America: Canada, Northwest Territories [placekey:14] (total:1) | North America: Canada, Nunavut, Hudson Bay (NU) [placekey:14002] (total:2)"
Crustacea,Conlan 1974-1975 11055,Conlan 1975 11055,,"North America: Canada, British Columbia, Cowichan Land Distr., Saanich Inlet [placekey:29188] (total:1) | North America: Canada, British Columbia, Cowichan Land Distr., Mill Bay [placekey:27578] (total:2)"
Mollusc,EMK 1931-09 Ottawa River,EMK 1931-09 Ottawa River,,"North America: Canada, Ontario, Ottawa (metro), Ottawa [placekey:225] (total:2) | North America: Canada, Ottawa Riv. [placekey:12156] (total:1)"
Mollusc,HBH 1960-06-09 P-1864,HBH 1960-06-09 P-1864,,"North America: Canada, Ontario, Lennox and Addington Co. (ON), Greater Napanee [placekey:12190] (total:2) | North America: Canada, Ontario, Bay of Quinte [placekey:10332] (total:1)"
